time_days,flux_normalized
4.33208,0.999979
4.352514,0.999966
4.372948,0.999941
4.393383,1.000019
4.413817,1.000012
4.434251,1.000001
4.454686,1.000012
4.47512,0.999932
4.495554,0.999974
4.515989,0.999976
4.556857,0.999993
4.577292,0.99991
4.597726,0.999987
4.61816,1.000045
4.638595,0.999864
4.659029,0.999918
4.679463,0.999899
4.699898,0.99993
4.720332,0.99996
4.740766,0.999985
4.761201,0.999972
4.781635,0.999881
4.802069,0.999982
4.822504,0.999857
4.842938,0.999887
4.863372,0.999949
4.883807,0.999875
4.904241,0.999964
4.924675,0.999886
4.94511,0.999873
4.965544,0.999912
4.985978,0.999989
5.006413,0.999892
5.026847,0.999845
5.047281,0.999852
5.067716,0.999833
5.08815,0.999834
5.108584,0.999815
5.129019,0.999955
5.149453,0.998754
5.169887,0.994371
5.190322,0.993536
5.210756,0.993295
5.23119,0.993176
5.251625,0.993344
5.272059,0.993642
5.292494,0.994969
5.312928,0.999503
5.333362,1.000048
5.353796,1.000021
5.374231,0.999954
5.394665,1.000043
5.415099,0.999999
5.435534,1.000111
5.455968,1.000071
5.476402,1.000027
5.496837,1.000033
5.517271,1.000158
5.537705,1.00007
5.55814,1.000156
5.578574,1.000059
5.599008,1.000083
5.619443,1.000086
5.639877,1.000192
5.660312,1.000102
5.680746,1.000041
5.70118,1.000171
5.742049,1.00015
5.762483,1.000157
5.782917,1.000109
5.803352,1.000207
5.823786,1.000142
5.84422,1.00015
5.864655,1.000096
5.885089,1.000139
5.905523,1.000145
5.925958,1.000045
5.946392,1.000028
5.966826,0.999986
5.987261,1.000014
6.007695,0.999913
6.02813,0.999984
6.048564,1.000119
6.068998,1.000021
6.089433,1.000019
6.109867,1.000058
6.130301,1.000054
6.150735,0.999999
6.17117,1.000044
6.191604,0.999988
6.212038,1.000034
6.232473,1.000014
6.252907,0.99999
6.273341,0.999918
6.293776,0.999967
6.31421,0.999927
6.334644,0.999787
6.355079,0.999909
6.375513,0.999891
6.395948,0.999901
6.416382,0.999962
6.436816,1.0
6.457251,0.999945
6.477685,0.999988
6.498119,0.999819
6.518554,0.999956
6.538988,0.999961
6.559422,0.999919
6.579857,0.999937
6.600291,0.99996
6.620725,0.999971
6.64116,0.999992
6.661594,1.000043
6.682028,1.000068
6.702463,1.0
6.722897,1.000138
6.743331,1.000002
6.763766,1.000006
6.7842,1.000083
6.804634,1.000032
6.825069,1.000029
6.845503,1.000022
6.865937,0.99988
6.886372,0.9999
6.906806,0.999986
6.92724,1.000016
6.947675,0.999928
6.968109,0.999868
6.988543,0.999941
7.008978,0.999909
7.029412,0.999913
7.049846,0.99989
7.111149,0.999878
7.131584,0.999922
7.152018,0.999878
7.172452,0.999932
7.192887,0.999963
7.213321,0.999936
7.233755,0.999935
7.25419,0.999942
7.274624,0.999913
7.295058,0.999891
7.315493,0.999858
7.335927,0.999954
7.356361,0.998432
7.376796,0.994322
7.39723,0.99365
7.417664,0.993334
7.438099,0.993295
7.458533,0.993405
7.478967,0.993797
7.499402,0.995491
7.519836,0.99973
7.54027,0.999979
7.560705,1.000148
7.581139,0.999907
7.601573,0.999972
7.622008,1.000077
7.642442,1.0
7.662876,0.999942
7.683311,1.000021
7.703745,1.000018
7.724179,1.000015
7.744614,1.0
7.765048,0.999972
7.785482,1.00003
7.826351,1.000061
7.846785,0.999979
7.86722,1.00006
7.887654,1.000048
7.908088,0.99999
7.928523,1.000007
7.948957,1.0
7.969391,1.000121
7.989826,0.999931
8.01026,1.00011
8.030694,1.000023
8.051129,1.000005
8.071563,1.000104
8.091997,1.000021
8.112432,1.000086
8.132866,1.000036
8.1533,1.00001
8.173735,1.000112
8.194169,1.000031
8.214603,1.000055
8.235038,1.000123
8.275906,1.000125
8.296341,1.000013
8.316775,1.000015
8.337209,1.000051
8.357644,0.999944
8.378078,0.999983
8.398512,0.99997
8.418947,1.000065
8.439381,0.999974
8.459815,0.999959
8.48025,0.999873
8.500684,0.999955
8.521118,0.999936
8.541553,0.999678
8.561987,0.999807
8.582421,0.999866
8.602856,0.999982
8.62329,0.999968
8.643724,1.0
8.664159,1.000011
8.684593,1.000073
8.705027,0.999943
8.725462,1.000046
8.745896,0.999943
8.76633,0.999914
8.786765,0.999897
8.807199,0.999982
8.827633,0.999978
8.848068,1.000031
8.868502,1.000055
8.888936,1.000069
8.909371,1.000054
8.929805,1.000105
8.950239,0.999993
8.970674,0.999982
8.991108,1.000048
9.011542,0.999994
9.031977,1.000138
9.052411,1.000036
9.072845,1.000077
9.09328,0.999953
9.113714,0.999952
9.134148,1.000014
9.154583,0.999948
9.175017,1.00013
9.195451,1.00002
9.215886,0.999977
9.23632,1.000018
9.256754,1.000012
9.277189,1.000016
9.297623,0.999946
9.318057,0.999968
9.338492,0.999966
9.358926,0.999946
9.37936,0.999914
9.399795,1.000048
9.420229,0.999959
9.440663,1.000063
9.461098,0.999913
9.481532,0.999879
9.501966,0.999867
9.522401,0.999954
9.542835,0.999948
9.563269,0.997767
9.583704,0.994128
9.604138,0.993544
9.624572,0.99348
9.645007,0.993395
9.665441,0.9936
9.685875,0.994074
9.70631,0.99529
10.973238,1.000001
10.993672,1.000016
11.014107,1.0
11.034541,1.0
11.054975,1.000103
11.07541,1.00001
11.095844,0.999954
11.116278,0.999996
11.136713,1.000062
11.157147,1.000061
11.177581,1.00002
11.198015,1.000125
11.21845,0.999964
11.238884,0.999954
11.259318,1.000043
11.279753,1.000097
11.300187,1.0
11.320621,1.000046
11.341056,0.999962
11.36149,1.000069
11.381924,0.999927
11.402359,0.999987
11.422793,1.000156
11.443227,0.999975
11.463662,1.00011
11.484096,1.000057
11.50453,1.00004
11.524965,0.999882
11.545399,1.000016
11.565833,1.000025
11.586268,0.99995
11.606702,0.999947
11.627136,0.999934
11.647571,0.99997
11.668005,0.999885
11.688439,0.999867
11.708874,0.999994
11.729308,0.999916
11.749742,0.999917
11.770177,0.997318
11.790611,0.994165
11.811045,0.99342
11.83148,0.993312
11.851914,0.993301
11.872348,0.993389
11.892783,0.993945
11.913217,0.99641
11.933651,0.999981
11.954086,0.999893
11.97452,0.999882
11.994954,1.00005
12.015389,0.999972
12.035823,1.0
12.056257,1.000016
12.076692,1.000016
12.097126,0.999934
12.11756,1.000005
12.137994,1.000133
12.158429,1.000069
12.178863,0.999911
12.199297,1.00007
12.219732,1.000025
12.240166,1.000147
12.2606,1.000072
12.281035,1.00009
12.301469,1.000156
12.321903,1.000077
12.342338,1.000073
12.362772,1.000066
12.383206,1.000113
12.403641,1.000077
12.424075,1.000062
12.44451,1.000099
12.464944,1.000214
12.485378,1.000183
12.505812,1.00007
12.526247,1.000086
12.546681,1.00018
12.567115,0.999993
12.58755,1.000097
12.607984,1.000139
12.628418,1.000144
12.648853,1.000055
12.669287,1.000021
12.689721,0.999988
12.710156,1.000074
12.73059,1.000093
12.751024,0.999984
12.771459,0.999991
12.791893,1.000129
12.812327,1.000001
12.832762,0.999915
12.853196,1.000007
12.87363,0.999992
12.894065,0.99981
12.914499,0.999849
12.934933,0.999907
12.955368,0.999868
12.975802,0.999955
12.996236,0.999795
13.016671,0.999959
13.037105,1.000091
13.057539,0.999952
13.077974,1.000004
13.098408,1.000015
13.118842,1.000003
13.139277,1.000031
13.159711,0.999972
13.180145,1.000047
13.200579,0.999828
13.221014,0.999946
13.241448,0.999961
13.261882,0.999931
13.282317,1.000061
13.302751,0.999934
13.323185,1.000014
13.34362,0.999989
13.364054,1.000001
13.384488,1.000012
13.404923,1.00001
13.425357,1.000003
13.445791,0.999979
13.466226,1.00009
13.48666,0.999987
13.507094,1.000026
13.527529,0.999808
13.547963,0.999931
13.568397,0.999916
13.588832,0.999875
13.609266,0.999919
13.6297,0.999913
13.650135,0.999924
13.670569,0.999984
13.691003,0.999956
13.711438,0.999927
13.731872,0.99988
13.752306,0.99995
13.772741,0.999984
13.793175,0.999855
13.813609,0.999921
13.834044,0.999835
13.874912,0.999822
13.895347,0.999836
13.915781,0.999877
13.936215,0.999965
13.95665,1.000028
13.977084,0.996748
13.997518,0.994017
14.017952,0.993512
14.038387,0.993312
14.058821,0.993332
14.079255,0.993481
14.09969,0.994077
14.120124,0.996828
14.140558,1.000067
14.160993,0.999977
14.181427,1.000011
14.201861,0.999975
14.222296,0.999995
14.24273,1.000033
14.263164,1.000026
14.283599,0.999971
14.304033,0.999876
14.324467,1.000053
14.344902,0.999963
14.365336,0.999998
14.38577,1.000071
14.406205,0.999926
14.426639,0.999932
14.447073,0.999995
14.467508,1.000144
14.487942,1.00007
14.508376,1.000005
14.528811,1.000007
14.549245,0.999951
14.569679,0.999968
14.590113,0.99999
14.610548,0.999931
14.630982,1.000002
14.651416,0.999914
14.671851,1.000078
14.692285,0.999916
14.712719,0.999893
14.733154,0.99995
14.753588,0.999966
14.774022,1.000129
14.794457,1.000136
14.814891,0.999985
14.835325,0.999969
14.85576,0.999956
14.876194,1.000022
14.896628,0.999987
14.917063,1.000157
14.937497,1.00001
14.957931,1.000017
14.978366,1.000058
14.9988,1.000047
15.019234,1.00007
15.039669,1.000067
15.060103,1.00011
15.080537,0.999957
15.100971,1.000071
15.121406,0.999925
15.14184,0.999906
15.162274,1.00009
15.182709,0.999915
15.203143,1.000044
15.223577,1.000031
15.244012,1.000131
15.264446,1.000121
15.28488,0.999978
15.305315,1.000131
15.325749,1.000112
15.346183,1.000126
15.366618,1.000013
15.387052,1.000152
15.407486,1.00003
15.427921,1.000066
15.448355,1.000107
15.468789,0.999938
15.489224,1.000172
15.509658,1.000031
15.530092,1.000011
15.550526,0.999998
15.570961,1.000005
15.591395,1.00006
15.611829,1.00001
15.632264,0.999988
15.652698,0.999992
15.673132,1.000003
15.693567,1.000069
15.714001,1.000067
15.734435,1.00002
15.75487,0.999995
15.775304,1.000018
15.795738,0.999906
15.816173,0.999978
15.836607,0.999915
15.857041,0.999957
15.877476,0.999908
15.89791,0.999879
15.918344,1.00002
15.938779,0.999918
15.959213,1.000015
15.979647,0.999995
16.000082,0.999924
16.020516,0.99991
16.04095,0.999902
16.061385,0.99997
16.081819,0.999972
16.102253,0.999943
16.122687,0.999967
16.143122,0.999976
16.163556,0.999995
16.18399,0.996253
16.204425,0.994044
16.224859,0.993444
16.245293,0.993311
16.265728,0.99334
16.286162,0.993482
16.306596,0.994086
16.327031,0.997536
16.347465,1.000042
16.367899,0.99999
16.388334,1.00008
16.408768,1.000076
16.429202,1.000112
16.449637,0.999887
16.470071,1.000048
16.490505,1.000085
16.51094,0.999913
16.531374,1.000055
16.551808,0.999985
16.572243,1.000016
16.592677,1.00004
16.613111,0.999961
16.633545,1.000042
16.65398,0.999938
16.674414,1.000033
16.694848,1.000067
16.715283,1.000126
16.735717,1.000033
16.756151,0.999922
16.776586,0.999983
16.79702,0.999988
16.817454,1.000039
16.858323,0.999942
16.878757,0.999886
16.899192,1.000005
16.919626,1.000037
16.94006,0.999961
16.960494,0.999995
16.980929,0.999895
17.001363,0.999993
17.021797,0.99991
17.042232,1.000082
17.062666,1.000051
17.0831,0.999951
17.103535,1.000048
17.123969,1.00001
17.144403,1.000016
17.164838,0.999864
17.185272,1.000028
17.205706,0.999972
17.226141,1.000069
17.246575,1.000033
17.267009,1.000017
17.287443,1.000033
17.307878,0.999946
17.328312,0.999963
17.348746,0.999912
17.369181,0.999841
17.389615,0.999945
17.410049,0.999899
17.430484,0.999947
17.450918,1.000047
17.471352,0.999991
17.491787,0.999981
17.512221,0.999987
17.532655,1.000003
17.55309,0.999963
17.573524,1.000001
17.593958,0.999972
17.614393,1.000099
17.634827,0.999925
17.655261,1.000056
17.675695,0.999934
17.69613,1.000051
17.716564,0.999926
17.736998,0.999944
17.757433,0.999988
17.777867,1.000117
17.798301,1.00005
17.818736,1.000104
17.83917,1.000004
17.859604,1.000093
17.880039,1.000086
17.900473,1.00009
17.920907,1.000081
17.941341,1.000105
17.961776,1.000093
17.98221,1.000079
18.002644,0.999937
18.023079,0.999954
18.043513,0.999928
18.063947,1.000016
18.084382,1.000002
18.104816,0.999963
18.12525,1.000051
18.145685,0.999986
18.166119,1.000013
18.186553,1.00001
18.206988,0.999989
18.227422,1.0
18.247856,0.999979
18.268291,0.999923
18.288725,0.999905
18.309159,0.999948
18.329593,0.999832
18.350028,0.999994
18.370462,0.999835
18.390896,0.995657
18.411331,0.993815
18.431765,0.993431
18.452199,0.993267
18.472634,0.99324
18.493068,0.993575
18.513502,0.994201
18.533937,0.997994
18.554371,0.999934
18.574805,0.999972
18.595239,1.000117
18.615674,0.999874
18.636108,1.000124
18.656542,0.999892
18.676977,1.000045
18.697411,0.999922
18.717845,0.999962
18.73828,1.000078
18.758714,0.999991
18.779148,0.999995
18.799583,1.00005
18.820017,1.000071
18.840451,1.000006
18.860886,0.999995
18.88132,1.000003
18.901754,1.000036
18.922188,0.999987
18.942623,0.999993
18.963057,0.999985
18.983491,1.000001
19.003926,1.000077
19.02436,1.000075
19.044794,1.000123
19.065229,1.000019
19.085663,1.000112
19.106097,1.000112
19.126532,1.000045
19.146966,1.000053
19.1674,0.999915
19.187834,1.000015
19.208269,1.000034
19.228703,1.000077
19.249137,1.000113
19.269572,1.000094
19.290006,1.000066
19.31044,1.000076
19.330875,1.000225
19.351309,1.000218
19.371743,1.000128
19.392178,1.000142
19.412612,1.000198
19.433046,1.000081
19.45348,1.000201
19.473915,1.000147
19.494349,0.999972
19.514783,1.000004
19.535218,0.999994
19.555652,1.000022
19.576086,0.999915
19.596521,0.999903
19.616955,0.999899
19.637389,0.999991
19.657824,1.000098
19.678258,1.000064
19.698692,1.000094
19.719126,1.000009
19.739561,1.000071
19.759995,0.999994
19.780429,0.999963
19.800864,0.999968
19.841732,0.999995
19.862167,0.999998
19.882601,1.000049
19.903035,1.000062
19.92347,0.999983
19.943904,0.999836
19.964338,0.999942
19.984772,0.999962
20.005207,1.000053
20.025641,0.999936
20.046075,1.000048
20.06651,1.000028
20.086944,0.999946
20.107378,0.999982
20.127812,0.999952
20.148247,0.999926
20.168681,0.999976
20.189115,0.999998
20.20955,1.000048
20.229984,0.999937
20.250418,0.99992
20.270853,1.000049
20.291287,1.000018
20.311721,0.999821
20.332156,0.999948
20.35259,0.999988
20.373024,0.999984
20.393458,0.999986
20.413893,0.999968
20.434327,0.999978
20.454761,0.999958
20.475196,1.000029
20.49563,0.999922
20.516064,0.999984
20.536499,0.999969
20.556933,0.999999
20.577367,0.999648
20.597802,0.995276
20.618236,0.993804
20.63867,0.993474
20.659104,0.993314
20.679539,0.993318
20.699973,0.993649
20.720407,0.994395
20.740842,0.998585
20.761276,0.999851
20.78171,0.999972
20.802145,1.00003
20.822579,1.000064
20.843013,1.00002
20.863447,1.000049
20.883882,1.000023
20.904316,0.99994
20.92475,1.000066
20.945185,0.999958
20.965619,1.000102
20.986053,1.000019
21.006488,1.000043
21.026922,1.000072
21.047356,1.000076
21.06779,1.000081
21.088225,1.000028
21.108659,1.000086
21.129093,1.000086
21.149528,1.00009
21.169962,1.000082
21.190396,1.000111
21.210831,1.000046
21.231265,1.00009
21.251699,0.999998
21.272133,1.000066
21.292568,1.000042
21.313002,1.00006
21.333436,1.000049
21.353871,1.000072
21.374305,1.000225
21.394739,1.00002
21.415174,1.00009
21.435608,0.999985
21.456042,1.000016
21.476477,1.000042
21.496911,1.000124
21.517345,1.000018
21.537779,1.000058
21.558214,1.000112
21.578648,0.999973
21.599082,1.00009
21.619517,0.999926
21.639951,0.999995
21.660385,0.999965
21.68082,0.999988
21.701254,0.999863
21.721688,0.999952
21.742122,0.999914
21.762557,1.000017
21.782991,0.999981
21.803425,0.999984
21.82386,1.000018
21.844294,0.999929
21.864728,0.999985
21.885163,0.999871
21.905597,1.000028
21.926031,0.99997
21.946465,1.000036
21.9669,0.999954
21.987334,0.999952
22.007768,1.0
22.028202,1.000029
22.048637,1.000043
22.069071,1.000073
22.089505,1.000058
22.10994,0.999955
22.130374,1.000011
22.150808,0.999928
22.171243,0.999989
22.191677,1.000043
22.212111,1.00001
22.232545,0.999923
22.25298,1.000001
22.273414,1.000002
22.293848,0.999823
22.314283,0.999915
22.334717,0.999889
22.355151,0.999939
22.375586,0.999847
22.39602,0.999836
22.416454,0.999788
22.436888,0.999956
22.457323,0.999772
22.477757,0.999838
22.498191,0.999862
22.518626,0.999899
22.53906,0.999812
22.559494,0.999815
22.579929,0.999835
22.600363,0.999869
22.620797,1.000051
22.641231,0.999836
22.661666,0.999875
22.6821,0.999787
22.702534,0.999962
22.722969,0.999861
22.743403,0.999818
22.763837,0.999877
22.784272,0.999335
22.82514,0.993593
22.845574,0.99324
22.866009,0.993169
22.886443,0.993266
22.906877,0.993635
22.927312,0.994629
22.947746,0.999098
22.96818,1.000137
22.988615,0.999987
23.009049,1.000077
23.029483,0.999972
23.049917,1.0
23.070352,1.000054
23.090786,1.000052
23.11122,1.000077
23.131655,1.000079
23.152089,1.000067
23.172523,1.0
23.192957,1.000006
23.213392,0.999931
23.233826,1.000052
23.25426,0.999973
23.274695,1.000004
23.295129,0.999855
23.315563,0.999923
23.335997,0.999942
23.356432,0.999999
23.376866,0.999973
23.3973,0.999928
23.417735,1.000032
23.438169,1.000029
23.458603,1.000157
23.479037,0.999943
23.499472,1.00003
23.519906,0.999935
23.54034,1.000042
23.560775,0.999948
23.581209,1.000038
23.601643,0.999935
23.622077,1.000098
23.642512,1.000002
23.662946,1.000027
23.68338,1.000125
23.703815,1.0
23.724249,1.000016
23.744683,0.999971
23.765118,1.000009
23.785552,0.999987
23.805986,1.000015
23.82642,0.999935
23.846855,1.000089
23.867289,1.000054
23.887723,1.000097
23.908158,0.999954
23.928592,0.999944
23.949026,0.999951
23.96946,1.000026
23.989895,0.999996
24.010329,0.999951
24.030763,0.999914
24.051198,0.99999
24.071632,0.999976
24.092066,0.999981
24.1125,0.999955
24.132935,0.99999
24.153369,1.000104
24.173803,0.999966
24.194238,0.999977
24.214672,0.999987
24.235106,1.00004
24.25554,1.000003
24.275975,0.999992
24.296409,0.999971
24.316843,1.000058
24.337278,1.000005
24.357712,0.999998
24.378146,0.999903
24.398581,0.999978
24.419015,1.00002
24.439449,1.000082
24.459883,1.00007
24.480318,1.000062
24.500752,0.999992
24.521186,1.000011
24.541621,1.000084
24.562055,1.00009
24.582489,1.000111
24.602923,0.999934
24.623358,1.000009
24.643792,0.999998
24.664226,1.000074
24.684661,1.000066
24.705095,1.000018
24.725529,0.999973
24.745963,1.00004
24.766398,1.000045
24.786832,1.000018
24.807266,1.000025
24.827701,0.99999
24.848135,1.0
24.868569,0.999956
24.889003,0.999903
24.909438,0.999856
24.929872,1.000047
24.950306,0.999911
24.970741,0.999889
24.991175,0.998999
25.011609,0.994704
25.032044,0.993729
25.052478,0.993388
25.072912,0.993258
25.093346,0.993422
25.113781,0.993712
25.134215,0.994755
25.154649,0.999404
25.175083,0.999988
25.195518,0.999923
25.215952,0.999983
25.236386,1.000058
25.256821,1.000037
25.277255,1.00002
25.297689,0.999939
25.318123,1.0
25.338558,0.999913
25.358992,1.000062
25.379426,1.000026
25.399861,0.999988
25.420295,0.999981
25.440729,1.000076
25.461163,1.000068
25.481598,1.000042
25.502032,1.000068
25.522466,1.000129
25.542901,1.000001
25.563335,1.000032
25.583769,1.0
25.604203,1.000166
25.624638,1.000154
25.645072,1.000027
25.665506,1.000067
25.685941,1.000144
25.706375,1.000215
25.726809,1.000022
25.747243,1.000063
25.767678,0.999997
25.808546,0.99996
25.82898,0.999986
25.849415,0.999904
25.869849,1.000056
25.890283,1.000007
25.910718,1.000083
25.931152,0.999906
25.951586,0.999969
25.97202,0.999986
25.992455,0.999946
26.012889,1.000029
26.033323,1.000068
26.053758,1.000061
26.074192,1.000001
26.094626,1.000038
26.11506,0.999878
26.135495,0.999986
26.155929,0.999949
26.176363,0.999985
26.196798,0.999924
26.217232,1.000072
26.237666,1.000005
26.2581,1.00018
26.278535,0.999958
26.298969,1.000062
26.319403,1.000065
26.339838,1.000042
26.360272,0.999904
26.380706,1.00003
26.40114,1.000084
26.421575,1.000054
26.442009,1.000023
26.462443,0.999987
26.482877,0.999947
26.503312,1.000054
26.523746,1.00013
26.54418,0.99996
26.564615,1.000068
26.585049,1.000002
26.605483,0.999955
26.625917,0.999966
26.646352,0.999927
26.666786,0.999973
26.68722,0.999979
26.707655,0.999983
26.728089,1.000017
26.748523,0.999893
26.768957,1.000002
26.789392,0.999855
26.809826,0.999937
26.83026,0.999928
26.850695,1.000045
26.871129,0.999899
26.891563,0.999902
26.911997,0.999939
26.932432,0.999954
26.952866,0.999946
26.9733,1.0
26.993734,0.999988
27.014169,1.000021
27.034603,1.000033
27.055037,0.999819
27.075472,0.99969
27.095906,0.99996
27.11634,0.999849
27.136774,0.999966
27.157209,0.999933
27.177643,0.999813
27.198077,0.998518
27.218511,0.9944
27.238946,0.99351
27.25938,0.993632
27.279814,0.993215
27.300249,0.993328
27.320683,0.993733
27.341117,0.99519
27.381986,0.99995
27.40242,1.000035
27.422854,1.000065
27.443288,0.999935
27.463723,1.000084
27.484157,1.000044
27.504591,1.00001
27.525026,1.000037
27.54546,1.00002
27.565894,0.999963
27.586328,0.999928
27.606763,0.999819
27.627197,0.999934
27.647631,0.999958
27.668065,0.999973
27.6885,1.000077
27.708934,1.000003
27.729368,0.999994
27.749803,1.000069
27.770237,1.000072
27.790671,1.00001
27.811105,1.000148
27.83154,0.999976
27.851974,1.000135
27.872408,1.00012
27.892843,1.000101
27.913277,1.000091
27.933711,1.000129
27.954145,1.000033
27.97458,1.000155
27.995014,1.000138
28.015448,1.000104
28.035882,1.000108
28.056317,1.000106
28.076751,1.000112
28.097185,1.000043
28.117619,1.000043
28.138054,1.000063
28.158488,1.000107
28.178922,1.000021
28.199357,1.000036
28.219791,1.000045
28.240225,1.000004
28.260659,1.000024
28.281094,1.000001
28.301528,0.999862
28.321962,0.999789
28.342396,0.999989
28.362831,1.000022
28.383265,1.000002
28.403699,0.999987
28.424134,0.999871
28.444568,0.999937
28.465002,0.999936
28.485436,0.999984
28.505871,0.999958
28.526305,0.999877
28.546739,0.999886
28.567173,0.999979
28.587608,0.999954
28.608042,0.999928
28.628476,1.0
28.64891,0.999961
28.669345,0.999951
28.689779,0.999906
28.710213,0.999898
28.730648,1.000012
28.751082,1.000035
28.79195,1.000006
28.812385,1.0001
28.832819,0.999982
28.853253,0.999944
28.873687,0.999945
28.894122,1.000002
28.914556,1.000002
28.93499,1.000046
28.955424,0.99993
28.975859,1.000034
28.996293,1.00007
29.016727,0.999996
29.037162,0.999923
29.057596,0.999968
29.07803,0.999943
29.098464,1.000019
29.118899,0.999998
29.139333,1.00001
29.159767,0.999985
29.180201,1.0
29.200636,0.999843
29.22107,0.999993
29.241504,0.999898
29.261939,0.999849
29.282373,0.99984
29.302807,0.999864
29.323241,0.999932
29.343676,0.999933
29.36411,0.999869
29.384544,0.999868
29.404978,0.998005
29.425413,0.994198
29.445847,0.993561
29.466281,0.993326
29.486715,0.993272
29.50715,0.993299
29.527584,0.993808
29.548018,0.995681
29.568452,0.999789
29.588887,0.999916
29.609321,1.000037
29.629755,1.00001
29.650189,0.999884
29.670624,0.99994
29.691058,0.999902
29.711492,1.000013
29.731927,0.99987
29.752361,0.999994
29.772795,0.999862
29.793229,0.999949
29.813664,0.999905
29.834098,0.999985
29.854532,0.999816
29.874966,0.999969
29.895401,0.999889
29.915835,0.999911
29.936269,1.000014
29.956703,1.00002
29.977138,1.000002
29.997572,0.999937
30.018006,1.0
30.038441,1.000003
30.058875,0.999906
30.079309,1.000005
30.099743,1.000027
30.120178,1.000014
